Id,SalePrice
1461,113097.68973208546
1462,144283.70855815458
1463,166278.10795602578
1464,187058.42362944476
1465,175634.4137166122
1466,163145.03454369903
1467,199999.30380958054
1468,163184.73617778855
1469,179073.83468100103
1470,122105.7993001415
1471,197425.32866328993
1472,95509.25275072789
1473,93469.88517954538
1474,140376.185002098
1475,119952.07056189919
1476,291029.65825297975
1477,219144.00004975568
1478,256210.70368051296
1479,226155.76337429154
1480,394135.2372352314
1481,304770.46951049956
1482,188534.75577193697
1483,171386.34046217715
1484,164716.48014466304
1485,190668.54991988768
1486,181254.46299419735
1487,291800.0916879273
1488,223772.3013872554
1489,173049.64292483003
1490,200357.97274767797
1491,171978.49517936853
1492,96052.76055398126
1493,192752.0021754248
1494,251206.91150417167
1495,253330.35262672414
1496,205539.60153520398
1497,164645.04369773399
1498,148989.99013112285
1499,161855.8032798846
1500,153829.77946743293
1501,157129.48117630617
1502,143256.17910719456
1503,239560.48471268415
1504,211568.52711743594
1505,203045.08384193585
1506,185286.572503237
1507,196035.83701246936
1508,197182.0037457419
1509,154394.12301437216
1510,146670.02180342752
1511,147798.3400571021
1512,166725.25453530712
1513,133025.63796404772
1514,164471.82610596117
1515,171761.3972308095
1516,145517.38682056085
1517,162532.52722645245
1518,137400.89689406514
1519,197335.42702163305
1520,123574.26362029463
1521,114111.5985305592
1522,169067.54077950382
1523,97524.60867313216
1524,129724.11545641584
1525,114977.84597970976
1526,119326.71457708959
1527,112417.70608325643
1528,140738.41781498695
1529,140932.36988731203
1530,167273.735109057
1531,126728.35820852751
1532,121795.7623682108
1533,150473.52032290903
1534,128539.67974901435
1535,125716.25096097328
1536,111550.18948779881
1537,73891.4308369142
1538,180497.90431604802
1539,225339.8174330552
1540,95393.58630168851
1541,141121.59522361253
1542,124572.55662212013
1543,154723.37282748058
1544,96173.32721941257
1545,118303.90302779923
1546,147044.70849685027
1547,120587.8204782529
1548,126043.35550575085
1549,109476.84642484569
1550,117950.58864258291
1551,116331.17534949614
1552,112557.10506064715
1553,150739.02767181257
1554,126047.45687978505
1555,146212.82844279558
1556,94823.37566580644
1557,105020.56403634207
1558,96432.66951778147
1559,76810.10855286873
1560,146891.2756137095
1561,129547.56842611339
1562,130264.05377321523
1563,115936.08043150665
1564,151665.87120875565
1565,124029.93620000638
1566,225507.9544174665
1567,82325.63151958659
1568,206400.4201286232
1569,120801.46740831618
1570,151958.23121457844
1571,115097.44464906375
1572,139878.12628786647
1573,190159.69792749072
1574,114596.77888555134
1575,197553.07147728442
1576,276952.7696645323
1577,170856.09708728094
1578,158461.30542932055
1579,140060.73879193916
1580,176158.48905426494
1581,163840.4478165202
1582,123428.70666036679
1583,283541.11228602513
1584,199031.71188312012
1585,141722.9241809114
1586,80499.06165676886
1587,116700.48324753212
1588,132298.00083124082
1589,95798.69868488931
1590,135728.13462063557
1591,96156.48378217906
1592,119761.28944325293
1593,124435.90428507315
1594,116424.26703611622
1595,107928.59223652567
1596,179061.29802589156
1597,152231.62952459385
1598,202282.87996040232
1599,172021.30085118703
1600,148284.09588438662
1601,71148.61801807192
1602,102016.63284640932
1603,90641.02633996893
1604,228083.7141357792
1605,216530.112601039
1606,167363.72445009495
1607,174669.72762368177
1608,229979.05605378223
1609,169500.8682871377
1610,149185.3846332044
1611,135251.9924321071
1612,160163.16332096187
1613,156409.90048947037
1614,127010.80193201393
1615,92641.55564180973
1616,82674.33184668978
1617,93113.8476722527
1618,119241.37272842226
1619,130900.21710837653
1620,169479.20590415492
1621,123727.33431191092
1622,117828.71806019825
1623,255668.641159361
1624,216504.68710261793
1625,112180.35471488426
1626,167355.81844430085
1627,175574.94254023294
1628,229327.76469069463
1629,175870.53880840066
1630,254112.95563048418
1631,207478.5925355834
1632,211980.9213719254
1633,168548.97417765664
1634,190103.4215761049
1635,173521.76242773418
1636,152181.6827340897
1637,176967.39893787837
1638,181769.10288331466
1639,182069.13518064952
1640,207126.83560313366
1641,181058.35936679612
1642,206090.39150511584
1643,206005.91474145497
1644,194706.13805313458
1645,178355.88167007585
1646,169204.40468135223
1647,144023.0740774942
1648,131330.31795060256
1649,148842.3788558935
1650,116774.63964436017
1651,114425.58165302541
1652,104697.06336390116
1653,111354.25093087919
1654,135101.20143378057
1655,145931.2680200258
1656,132287.88846531414
1657,139032.57417871477
1658,144200.14384671504
1659,125189.67607987624
1660,168261.4674047734
1661,370888.3628858163
1662,281616.9145142621
1663,285465.6760927138
1664,419903.9697320285
1665,245820.96560819258
1666,301973.54837138415
1667,287886.3678177422
1668,275702.3172301219
1669,271410.8339457364
1670,304856.9709554968
1671,227467.53287609233
1672,362225.07057329465
1673,269325.0314373427
1674,223812.27640559358
1675,169996.72122589147
1676,186685.9933424481
1677,198385.92949252875
1678,400692.03926761274
1679,311780.2414404614
1680,258852.3113322604
1681,205352.22378805646
1682,247534.33432477972
1683,174349.54317365887
1684,173892.69011913627
1685,165467.75675017227
1686,170900.3809317362
1687,171735.0520310828
1688,182069.62269646075
1689,182228.00432808726
1690,195214.50311038343
1691,185721.19509076353
1692,243725.8040065854
1693,166479.75393791735
1694,181241.3066174934
1695,163171.85772853074
1696,251692.27031897733
1697,181476.55400873165
1698,268685.7001410584
1699,292347.193076561
1700,221424.76791156485
1701,227984.67269515604
1702,226345.25895659448
1703,261413.14953006533
1704,249015.99722874415
1705,199097.8698352599
1706,325609.41098618513
1707,183485.7006001541
1708,178145.29988266528
1709,242059.58057896816
1710,196183.22325994333
1711,257202.49345632794
1712,212067.48215154032
1713,227990.66864195396
1714,198935.00780119692
1715,189057.32730094713
1716,183557.12818705724
1717,180220.89057528545
1718,135180.91923542303
1719,173182.10755462223
1720,213449.55575729389
1721,160722.4112011844
1722,129461.0759993177
1723,156728.98021704305
1724,195378.71867658748
1725,199791.69965550676
1726,175319.13852972316
1727,161210.20200492424
1728,181592.65477214934
1729,156112.48458431478
1730,150936.4848710391
1731,121925.72312361443
1732,128512.47454859267
1733,104713.9438985312
1734,120313.19120062503
1735,143193.34348070878
1736,118330.37192994142
1737,316228.9276381015
1738,237138.65357550152
1739,224895.6829213776
1740,203406.37290619957
1741,192117.78407827258
1742,156881.71533814262
1743,165263.52050402958
1744,321350.7969995961
1745,168318.98371989364
1746,187817.6204838386
1747,197067.76189493702
1748,203336.9247489166
